"provider","object_type","current_schema","current_relation","current_column","current_data_type","new_schema","new_relation","new_column","new_data_type","change_type","notes"
"sqlserver","table","dbo","AspNetUsers","","","dbo","AspNetUsers","","","no_change","relation_not_lowercase;identity_excluded"
"sqlserver","table_column","dbo","AspNetUsers","AccessFailedCount","int","dbo","AspNetUsers","AccessFailedCount","int","no_change","relation_not_lowercase;column_not_lowercase;identity_excluded"
"sqlserver","table_column","dbo","AspNetUsers","CompanyId","uniqueidentifier","dbo","AspNetUsers","CompanyId","uniqueidentifier","no_change","relation_not_lowercase;column_not_lowercase;identity_excluded"
"sqlserver","table_column","dbo","AspNetUsers","CompanyRole","nvarchar","dbo","AspNetUsers","CompanyRole","nvarchar","no_change","relation_not_lowercase;column_not_lowercase;identity_excluded"
"sqlserver","table_column","dbo","AspNetUsers","ConcurrencyStamp","nvarchar","dbo","AspNetUsers","ConcurrencyStamp","nvarchar","no_change","relation_not_lowercase;column_not_lowercase;identity_excluded"
"sqlserver","table_column","dbo","AspNetUsers","Email","nvarchar","dbo","AspNetUsers","Email","nvarchar","no_change","relation_not_lowercase;column_not_lowercase;identity_excluded"
"sqlserver","table_column","dbo","AspNetUsers","EmailConfirmed","bit","dbo","AspNetUsers","EmailConfirmed","bit","no_change","relation_not_lowercase;column_not_lowercase;identity_excluded"
"sqlserver","table_column","dbo","AspNetUsers","Id","nvarchar","dbo","AspNetUsers","Id","nvarchar","no_change","relation_not_lowercase;column_not_lowercase;single_column_pk;identity_excluded"
"sqlserver","table_column","dbo","AspNetUsers","IsDisabled","bit","dbo","AspNetUsers","IsDisabled","bit","no_change","relation_not_lowercase;column_not_lowercase;identity_excluded"
"sqlserver","table_column","dbo","AspNetUsers","LockoutEnabled","bit","dbo","AspNetUsers","LockoutEnabled","bit","no_change","relation_not_lowercase;column_not_lowercase;identity_excluded"
"sqlserver","table_column","dbo","AspNetUsers","LockoutEnd","datetimeoffset","dbo","AspNetUsers","LockoutEnd","datetimeoffset","no_change","relation_not_lowercase;column_not_lowercase;identity_excluded"
"sqlserver","table_column","dbo","AspNetUsers","Name","nvarchar","dbo","AspNetUsers","Name","nvarchar","no_change","relation_not_lowercase;column_not_lowercase;identity_excluded"
"sqlserver","table_column","dbo","AspNetUsers","NormalizedEmail","nvarchar","dbo","AspNetUsers","NormalizedEmail","nvarchar","no_change","relation_not_lowercase;column_not_lowercase;identity_excluded"
"sqlserver","table_column","dbo","AspNetUsers","NormalizedUserName","nvarchar","dbo","AspNetUsers","NormalizedUserName","nvarchar","no_change","relation_not_lowercase;column_not_lowercase;identity_excluded"
"sqlserver","table_column","dbo","AspNetUsers","PasswordHash","nvarchar","dbo","AspNetUsers","PasswordHash","nvarchar","no_change","relation_not_lowercase;column_not_lowercase;identity_excluded"
"sqlserver","table_column","dbo","AspNetUsers","PhoneNumber","nvarchar","dbo","AspNetUsers","PhoneNumber","nvarchar","no_change","relation_not_lowercase;column_not_lowercase;identity_excluded"
"sqlserver","table_column","dbo","AspNetUsers","PhoneNumberConfirmed","bit","dbo","AspNetUsers","PhoneNumberConfirmed","bit","no_change","relation_not_lowercase;column_not_lowercase;identity_excluded"
"sqlserver","table_column","dbo","AspNetUsers","SecurityStamp","nvarchar","dbo","AspNetUsers","SecurityStamp","nvarchar","no_change","relation_not_lowercase;column_not_lowercase;identity_excluded"
"sqlserver","table_column","dbo","AspNetUsers","TwoFactorEnabled","bit","dbo","AspNetUsers","TwoFactorEnabled","bit","no_change","relation_not_lowercase;column_not_lowercase;identity_excluded"
"sqlserver","table_column","dbo","AspNetUsers","UserName","nvarchar","dbo","AspNetUsers","UserName","nvarchar","no_change","relation_not_lowercase;column_not_lowercase;identity_excluded"
"sqlserver","table","dbo","AspNetUserTokens","","","dbo","AspNetUserTokens","","","no_change","relation_not_lowercase;identity_excluded"
"sqlserver","table_column","dbo","AspNetUserTokens","LoginProvider","nvarchar","dbo","AspNetUserTokens","LoginProvider","nvarchar","no_change","relation_not_lowercase;column_not_lowercase;identity_excluded"
"sqlserver","table_column","dbo","AspNetUserTokens","Name","nvarchar","dbo","AspNetUserTokens","Name","nvarchar","no_change","relation_not_lowercase;column_not_lowercase;identity_excluded"
"sqlserver","table_column","dbo","AspNetUserTokens","UserId","nvarchar","dbo","AspNetUserTokens","UserId","nvarchar","no_change","relation_not_lowercase;column_not_lowercase;fk_to_asp_net_user;identity_excluded"
"sqlserver","table_column","dbo","AspNetUserTokens","Value","nvarchar","dbo","AspNetUserTokens","Value","nvarchar","no_change","relation_not_lowercase;column_not_lowercase;identity_excluded"
"sqlserver","table","dbo","Companies","","","dbo","company","","","rename_relation","relation_not_lowercase"
"sqlserver","table_column","dbo","Companies","CompanyName","nvarchar","dbo","company","company_name","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","Companies","Id","uniqueidentifier","dbo","company","id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase;single_column_pk"
"sqlserver","view","dbo","CompanySearch","","","dbo","company_search","","","rename_relation","relation_not_lowercase"
"sqlserver","view_column","dbo","CompanySearch","CompanyName","nvarchar","dbo","company_search","company_name","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","CompanySearch","contracts","nvarchar","dbo","company_search","contracts","nvarchar","compliant","relation_not_lowercase"
"sqlserver","view_column","dbo","CompanySearch","Id","uniqueidentifier","dbo","company_search","id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","CompanySearch","nrUsers","int","dbo","company_search","user_count","int","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","CompanySearch","sites","nvarchar","dbo","company_search","sites","nvarchar","compliant","relation_not_lowercase"
"sqlserver","table","dbo","Contracts","","","dbo","contract","","","rename_relation","relation_not_lowercase"
"sqlserver","table_column","dbo","Contracts","CompanyId","uniqueidentifier","dbo","contract","company_id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase;fk_to_company"
"sqlserver","table_column","dbo","Contracts","ContractNumber","nvarchar","dbo","contract","contract_number","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","Contracts","Id","uniqueidentifier","dbo","contract","id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase;single_column_pk"
"sqlserver","table_column","dbo","Contracts","OffHireDate","datetime2","dbo","contract","off_hire_date","datetime2","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","Contracts","OnHireDate","datetime2","dbo","contract","on_hire_date","datetime2","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","Contracts","SiteiD","uniqueidentifier","dbo","contract","site_id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase;fk_to_site"
"sqlserver","view","dbo","ContractSearch","","","dbo","contract_search","","","rename_relation","relation_not_lowercase"
"sqlserver","view_column","dbo","ContractSearch","CompanyId","uniqueidentifier","dbo","contract_search","company_id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","ContractSearch","CompanyName","nvarchar","dbo","contract_search","company_name","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","ContractSearch","ContractNumber","nvarchar","dbo","contract_search","contract_number","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","ContractSearch","Id","uniqueidentifier","dbo","contract_search","id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","ContractSearch","OffHireDate","datetime2","dbo","contract_search","off_hire_date","datetime2","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","ContractSearch","OnHireDate","datetime2","dbo","contract_search","on_hire_date","datetime2","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","ContractSearch","siteAddress","nvarchar","dbo","contract_search","site_address","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","ContractSearch","SiteiD","uniqueidentifier","dbo","contract_search","site_id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","ContractSearch","SiteName","nvarchar","dbo","contract_search","site_name","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view","dbo","CustomerDashboardMonitorData","","","dbo","customer_dashboard_monitor_data","","","rename_relation","relation_not_lowercase"
"sqlserver","view_column","dbo","CustomerDashboardMonitorData","MonitorState","varchar","dbo","customer_dashboard_monitor_data","monitor_state","varchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","CustomerDashboardMonitorData","nr","int","dbo","customer_dashboard_monitor_data","row_count","int","rename_column","relation_not_lowercase"
"sqlserver","view_column","dbo","CustomerDashboardMonitorData","UserId","uniqueidentifier","dbo","customer_dashboard_monitor_data","user_id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view","dbo","CustomerDashboardNotificationData","","","dbo","customer_dashboard_notification_data","","","rename_relation","relation_not_lowercase"
"sqlserver","view_column","dbo","CustomerDashboardNotificationData","AlertState","varchar","dbo","customer_dashboard_notification_data","alert_state","varchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","CustomerDashboardNotificationData","AlertType","int","dbo","customer_dashboard_notification_data","alert_type","int","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","CustomerDashboardNotificationData","nr","int","dbo","customer_dashboard_notification_data","row_count","int","rename_column","relation_not_lowercase"
"sqlserver","view_column","dbo","CustomerDashboardNotificationData","UserId","uniqueidentifier","dbo","customer_dashboard_notification_data","user_id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table","dbo","Deployemts_backup_20241010","","","dbo","deployemts_backup_20241010","","","rename_relation","relation_not_lowercase"
"sqlserver","table_column","dbo","Deployemts_backup_20241010","ContractId","uniqueidentifier","dbo","deployemts_backup_20241010","contract_id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","Deployemts_backup_20241010","EndDate","datetime2","dbo","deployemts_backup_20241010","end_date","datetime2","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","Deployemts_backup_20241010","Id","uniqueidentifier","dbo","deployemts_backup_20241010","id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","Deployemts_backup_20241010","Lat","float","dbo","deployemts_backup_20241010","lat","float","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","Deployemts_backup_20241010","Lng","float","dbo","deployemts_backup_20241010","lng","float","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","Deployemts_backup_20241010","Location","nvarchar","dbo","deployemts_backup_20241010","location","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","Deployemts_backup_20241010","MonitorId","uniqueidentifier","dbo","deployemts_backup_20241010","monitor_id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","Deployemts_backup_20241010","PictureLink","nvarchar","dbo","deployemts_backup_20241010","picture_link","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","Deployemts_backup_20241010","StartDate","datetime2","dbo","deployemts_backup_20241010","start_date","datetime2","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","Deployemts_backup_20241010","What3words","nvarchar","dbo","deployemts_backup_20241010","what_3_words","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table","dbo","Deployments","","","dbo","deployment","","","rename_relation","relation_not_lowercase"
"sqlserver","table_column","dbo","Deployments","ContractId","uniqueidentifier","dbo","deployment","contract_id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase;fk_to_contract"
"sqlserver","table_column","dbo","Deployments","EndDate","datetime2","dbo","deployment","end_date","datetime2","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","Deployments","Id","uniqueidentifier","dbo","deployment","id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase;single_column_pk"
"sqlserver","table_column","dbo","Deployments","Lat","float","dbo","deployment","lat","float","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","Deployments","Lng","float","dbo","deployment","lng","float","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","Deployments","Location","nvarchar","dbo","deployment","location","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","Deployments","MonitorId","uniqueidentifier","dbo","deployment","monitor_id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase;fk_to_monitor"
"sqlserver","table_column","dbo","Deployments","PictureLink","nvarchar","dbo","deployment","picture_link","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","Deployments","StartDate","datetime2","dbo","deployment","start_date","datetime2","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","Deployments","What3words","nvarchar","dbo","deployment","what_3_words","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table","dbo","ErrorLog","","","dbo","error_log","","","rename_relation","relation_not_lowercase"
"sqlserver","table_column","dbo","ErrorLog","Host","nvarchar","dbo","error_log","host","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","ErrorLog","Id","bigint","dbo","error_log","id","bigint","rename_column","relation_not_lowercase;column_not_lowercase;single_column_pk"
"sqlserver","table_column","dbo","ErrorLog","Level","nvarchar","dbo","error_log","level","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","ErrorLog","Message","nvarchar","dbo","error_log","message","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","ErrorLog","Source","nvarchar","dbo","error_log","source","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","ErrorLog","StackTrace","nvarchar","dbo","error_log","stack_trace","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","ErrorLog","Timestamtp","datetime","dbo","error_log","logged_at","datetime","rename_column","relation_not_lowercase;column_not_lowercase;legacy_misspelling"
"sqlserver","table_column","dbo","ErrorLog","Variables","ntext","dbo","error_log","variables","ntext","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table","dbo","HelpArticles","","","dbo","help_article","","","rename_relation","relation_not_lowercase"
"sqlserver","table_column","dbo","HelpArticles","Body","nvarchar","dbo","help_article","body","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","HelpArticles","ContentType","nvarchar","dbo","help_article","content_type","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","HelpArticles","CreatedAtUtc","datetime2","dbo","help_article","created_at_utc","datetime2","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","HelpArticles","Id","uniqueidentifier","dbo","help_article","id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase;single_column_pk"
"sqlserver","table_column","dbo","HelpArticles","IsPublished","bit","dbo","help_article","is_published","bit","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","HelpArticles","SectionId","uniqueidentifier","dbo","help_article","help_section_id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase;fk_to_help_section"
"sqlserver","table_column","dbo","HelpArticles","Slug","nvarchar","dbo","help_article","slug","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","HelpArticles","SortOrder","int","dbo","help_article","sort_order","int","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","HelpArticles","Summary","nvarchar","dbo","help_article","summary","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","HelpArticles","Title","nvarchar","dbo","help_article","title","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","HelpArticles","UpdatedAtUtc","datetime2","dbo","help_article","updated_at_utc","datetime2","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table","dbo","HelpAssets","","","dbo","help_asset","","","rename_relation","relation_not_lowercase"
"sqlserver","table_column","dbo","HelpAssets","AssetType","nvarchar","dbo","help_asset","asset_type","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","HelpAssets","HelpArticleId","uniqueidentifier","dbo","help_asset","help_article_id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase;fk_to_help_article"
"sqlserver","table_column","dbo","HelpAssets","Id","uniqueidentifier","dbo","help_asset","id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase;single_column_pk"
"sqlserver","table_column","dbo","HelpAssets","InternalPath","nvarchar","dbo","help_asset","internal_path","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","HelpAssets","SortOrder","int","dbo","help_asset","sort_order","int","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","HelpAssets","Title","nvarchar","dbo","help_asset","title","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","HelpAssets","Url","nvarchar","dbo","help_asset","url","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table","dbo","HelpSections","","","dbo","help_section","","","rename_relation","relation_not_lowercase"
"sqlserver","table_column","dbo","HelpSections","Id","uniqueidentifier","dbo","help_section","id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase;single_column_pk"
"sqlserver","table_column","dbo","HelpSections","IsPublished","bit","dbo","help_section","is_published","bit","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","HelpSections","Slug","nvarchar","dbo","help_section","slug","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","HelpSections","SortOrder","int","dbo","help_section","sort_order","int","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","table_column","dbo","HelpSections","Title","nvarchar","dbo","help_section","title","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view","dbo","MonitorCurrentSearch","","","dbo","monitor_current_search","","","rename_relation","relation_not_lowercase"
"sqlserver","view_column","dbo","MonitorCurrentSearch","Alerts","bit","dbo","monitor_current_search","alerts","bit","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorCurrentSearch","Battery","bit","dbo","monitor_current_search","battery","bit","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorCurrentSearch","Cautions","bit","dbo","monitor_current_search","cautions","bit","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorCurrentSearch","ContractId","uniqueidentifier","dbo","monitor_current_search","contract_id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorCurrentSearch","ContractNumber","nvarchar","dbo","monitor_current_search","contract_number","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorCurrentSearch","DeploymentId","uniqueidentifier","dbo","monitor_current_search","deployment_id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorCurrentSearch","FleetNr","nvarchar","dbo","monitor_current_search","fleet_row_count","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorCurrentSearch","Id","uniqueidentifier","dbo","monitor_current_search","id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorCurrentSearch","LastDataTime","datetime2","dbo","monitor_current_search","last_data_time","datetime2","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorCurrentSearch","Latitude","float","dbo","monitor_current_search","latitude","float","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorCurrentSearch","LocationId","int","dbo","monitor_current_search","location_id","int","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorCurrentSearch","Longitude","float","dbo","monitor_current_search","longitude","float","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorCurrentSearch","OffLine","bit","dbo","monitor_current_search","off_line","bit","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorCurrentSearch","SerialId","nvarchar","dbo","monitor_current_search","serial_id","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorCurrentSearch","SiteiD","uniqueidentifier","dbo","monitor_current_search","site_id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorCurrentSearch","SiteName","nvarchar","dbo","monitor_current_search","site_name","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorCurrentSearch","TypeOfMonitor","int","dbo","monitor_current_search","type_of_monitor","int","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorCurrentSearch","What3words","nvarchar","dbo","monitor_current_search","what_3_words","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view","dbo","MonitorReport","","","dbo","monitor_report","","","rename_relation","relation_not_lowercase"
"sqlserver","view_column","dbo","MonitorReport","Active","bit","dbo","monitor_report","active","bit","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorReport","Alerts","bit","dbo","monitor_report","alerts","bit","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorReport","CalibrationDate","datetime2","dbo","monitor_report","calibration_date","datetime2","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorReport","Cautions","bit","dbo","monitor_report","cautions","bit","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorReport","ContractId","uniqueidentifier","dbo","monitor_report","contract_id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorReport","ContractNumber","nvarchar","dbo","monitor_report","contract_number","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorReport","DeploymentId","uniqueidentifier","dbo","monitor_report","deployment_id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorReport","EndDate","datetime2","dbo","monitor_report","end_date","datetime2","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorReport","FleetNr","nvarchar","dbo","monitor_report","fleet_row_count","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorReport","Id","uniqueidentifier","dbo","monitor_report","id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorReport","LastDataTime","datetime2","dbo","monitor_report","last_data_time","datetime2","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorReport","Latitude","float","dbo","monitor_report","latitude","float","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorReport","Location","nvarchar","dbo","monitor_report","location","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorReport","LocationId","int","dbo","monitor_report","location_id","int","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorReport","Longitude","float","dbo","monitor_report","longitude","float","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorReport","OffLine","bit","dbo","monitor_report","off_line","bit","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorReport","SerialId","nvarchar","dbo","monitor_report","serial_id","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorReport","SiteiD","uniqueidentifier","dbo","monitor_report","site_id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorReport","SiteName","nvarchar","dbo","monitor_report","site_name","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorReport","StartDate","datetime2","dbo","monitor_report","start_date","datetime2","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorReport","TypeOfMonitor","int","dbo","monitor_report","type_of_monitor","int","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorReport","What3words","nvarchar","dbo","monitor_report","what_3_words","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view","dbo","MonitorSearch","","","dbo","monitor_search","","","rename_relation","relation_not_lowercase"
"sqlserver","view_column","dbo","MonitorSearch","Active","bit","dbo","monitor_search","active","bit","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorSearch","Alerts","bit","dbo","monitor_search","alerts","bit","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorSearch","Battery","bit","dbo","monitor_search","battery","bit","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorSearch","Cautions","bit","dbo","monitor_search","cautions","bit","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorSearch","ContractId","uniqueidentifier","dbo","monitor_search","contract_id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorSearch","ContractNumber","nvarchar","dbo","monitor_search","contract_number","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorSearch","DeploymentId","uniqueidentifier","dbo","monitor_search","deployment_id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorSearch","EndDate","datetime2","dbo","monitor_search","end_date","datetime2","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorSearch","FleetNr","nvarchar","dbo","monitor_search","fleet_row_count","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorSearch","Id","uniqueidentifier","dbo","monitor_search","id","uniqueidentifier","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorSearch","LastDataTime","datetime2","dbo","monitor_search","last_data_time","datetime2","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorSearch","Latitude","float","dbo","monitor_search","latitude","float","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorSearch","LocationId","int","dbo","monitor_search","location_id","int","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorSearch","Longitude","float","dbo","monitor_search","longitude","float","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorSearch","MonitorName","nvarchar","dbo","monitor_search","monitor_name","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorSearch","OffLine","bit","dbo","monitor_search","off_line","bit","rename_column","relation_not_lowercase;column_not_lowercase"
"sqlserver","view_column","dbo","MonitorSearch","SerialId","nvarchar","dbo","monitor_search","serial_id","nvarchar","rename_column","relation_not_lowercase;column_not_lowercase"
