provider,object_type,current_schema,current_relation,current_object,current_columns,new_schema,new_relation,new_object,new_columns,change_type,notes
sqlserver,index,dbo,svantek_noise_8_hour_average,,,dbo,svantek_noise_8_hour_average,ix_svantek_noise_8_hour_average_serial_id_sample_time,serial_id|sample_time,create_object,performance_index_20260609
sqlserver,index,dbo,site_average,,,dbo,site_average,ix_site_average_monitor_id_collection_time,monitor_id|collection_time,create_object,performance_index_20260609
sqlserver,index,dbo,omnidots_trace,,,dbo,omnidots_trace,ix_omnidots_trace_omnidots_trace_index_id,omnidots_trace_index_id,create_object,performance_index_20260609
sqlserver,index,dbo,omnidots_trace_index,,,dbo,omnidots_trace_index,ix_omnidots_trace_index_serial_id_start_time,serial_id|start_time,create_object,performance_index_20260609
sqlserver,index,dbo,monitor,,,dbo,monitor,ix_monitor_serial_id,serial_id,create_object,performance_index_20260609
sqlserver,index,dbo,monitor,,,dbo,monitor,ix_monitor_fleet_row_count,fleet_row_count,create_object,performance_index_20260609
sqlserver,index,dbo,omnidots_sensor,,,dbo,omnidots_sensor,ix_omnidots_sensor_serial_id_lastseen,serial_id|lastseen,create_object,performance_index_20260609
sqlserver,index,dbo,omnidots_monitor_status,,,dbo,omnidots_monitor_status,ix_omnidots_monitor_status_serial_id,serial_id,create_object,performance_index_20260609
sqlserver,index,dbo,svantek_monitor_status,,,dbo,svantek_monitor_status,ix_svantek_monitor_status_serial_id,serial_id,create_object,performance_index_20260609
sqlserver,index,dbo,notification,,,dbo,notification,ix_notification_monitor_id_notification_time,monitor_id|notification_time,create_object,performance_index_20260609
sqlserver,index,dbo,notification,,,dbo,notification,ix_notification_open_monitor_alert_time,monitor_id|alert_type|notification_time,create_object,performance_index_20260609_filtered_open
sqlserver,index,dbo,rvt_alert_rule,,,dbo,rvt_alert_rule,ix_rvt_alert_rule_monitor_active_type,monitor_id|is_active|alert_type,create_object,performance_index_20260609
sqlserver,index,dbo,deployment,,,dbo,deployment,ix_deployment_monitor_id_start_end,monitor_id|start_date|end_date,create_object,performance_index_20260609
sqlserver,index,dbo,deployment,,,dbo,deployment,ix_deployment_current_monitor_id_start_date,monitor_id|start_date,create_object,performance_index_20260609_filtered_current
sqlserver,index,dbo,deployment,,,dbo,deployment,ix_deployment_contract_id_end_date,contract_id|end_date,create_object,performance_index_20260609
sqlserver,index,dbo,site_user,,,dbo,site_user,ix_site_user_user_site_dates,user_id|site_id|start_date|end_date,create_object,performance_index_20260609
sqlserver,index,dbo,contract,,,dbo,contract,ix_contract_company_id,company_id,create_object,performance_index_20260609
sqlserver,index,dbo,contract,,,dbo,contract,ix_contract_site_id,site_id,create_object,performance_index_20260609
sqlserver,index,dbo,notification_setting,,,dbo,notification_setting,ix_notification_setting_site_user_id,site_user_id,create_object,performance_index_20260609
sqlserver,index,dbo,site_archived,,,dbo,site_archived,ix_site_archived_site_id,site_id,create_object,performance_index_20260609
sqlserver,index,dbo,site_user,,,dbo,site_user,ix_site_user_site_id,site_id,create_object,performance_index_20260609
sqlserver,index,dbo,report_user,,,dbo,report_user,ix_report_user_report_rule_id_user_id,report_rule_id|user_id,create_object,performance_index_20260709_report_recipient
sqlserver,index,dbo,report_rule,,,dbo,report_rule,ix_report_rule_site_id_deleted,site_id|deleted,create_object,performance_index_20260709_report_recipient
sqlserver,index,dbo,report,,,dbo,report,ix_report_deleted_report_date,deleted|report_date,create_object,performance_index_20260709_report_recipient
sqlserver,index,dbo,site_user,,,dbo,site_user,ix_site_user_site_id_end_date_user_id,site_id|end_date|user_id,create_object,performance_index_20260709_report_recipient
postgres,unique_index,public,monitor,,,public,monitor,ux_monitor_serial_id_type_of_monitor,serial_id|type_of_monitor,create_object,monitor_natural_key_20260618
postgres,unique_index,public,air_q_monitor_status,,,public,air_q_monitor_status,ux_air_q_monitor_status_serial_id,serial_id,create_object,monitor_natural_key_20260618
postgres,unique_index,public,omnidots_monitor_status,,,public,omnidots_monitor_status,ux_omnidots_monitor_status_serial_id,serial_id,create_object,monitor_natural_key_20260618
postgres,unique_index,public,omnidots_sensor,,,public,omnidots_sensor,ux_omnidots_sensor_serial_id,serial_id,create_object,monitor_natural_key_20260618
postgres,unique_index,public,svantek_monitor_status,,,public,svantek_monitor_status,ux_svantek_monitor_status_serial_id,serial_id,create_object,monitor_natural_key_20260618
postgres,unique_index,public,air_q_noise_level,,,public,air_q_noise_level,ux_air_q_noise_level_serial_id_sample_time,serial_id|sample_time,create_object,monitor_natural_key_20260618
postgres,unique_index,public,svantek_noise_level,,,public,svantek_noise_level,ux_svantek_noise_level_serial_id_sample_time,serial_id|sample_time,create_object,monitor_natural_key_20260618
postgres,unique_index,public,my_atm_dust_level,,,public,my_atm_dust_level,ux_my_atm_dust_level_serial_id_sample_time_avrg,serial_id|sample_time|avrg,create_object,monitor_natural_key_20260618
postgres,unique_index,public,my_atm_accessory_info,,,public,my_atm_accessory_info,ux_my_atm_accessory_info_serial_id_sample_time,serial_id|sample_time,create_object,monitor_natural_key_20260618
postgres,unique_index,public,omnidots_peak_level,,,public,omnidots_peak_level,ux_omnidots_peak_level_serial_id_sample_time,serial_id|sample_time,create_object,monitor_natural_key_20260618
postgres,unique_index,public,omnidots_veff_level,,,public,omnidots_veff_level,ux_omnidots_veff_level_serial_id_sample_time,serial_id|sample_time,create_object,monitor_natural_key_20260618
postgres,unique_index,public,omnidots_vdv_level,,,public,omnidots_vdv_level,ux_omnidots_vdv_level_serial_id_sample_time,serial_id|sample_time,create_object,monitor_natural_key_20260618
postgres,unique_index,public,air_q_noise_8_hour_average,,,public,air_q_noise_8_hour_average,ux_air_q_noise_8_hour_average_serial_id_sample_time,serial_id|sample_time,create_object,monitor_natural_key_20260618
postgres,unique_index,public,svantek_noise_8_hour_average,,,public,svantek_noise_8_hour_average,ux_svantek_noise_8_hour_average_serial_id_sample_time,serial_id|sample_time,create_object,monitor_natural_key_20260618
postgres,index,public,heater_reading,heater_reading_sample_time_idx,sample_time,public,heater_reading,ix_heater_reading_sample_time,sample_time,rename_object,timescale_default_index_cleanup_20260709
postgres,index,public,my_atm_accessory_info,my_atm_accessory_info_sample_time_idx,sample_time,public,my_atm_accessory_info,ix_my_atm_accessory_info_sample_time,sample_time,rename_object,timescale_default_index_cleanup_20260709
postgres,index,public,omnidots_vdv_level,omnidots_vdv_level_sample_time_idx,sample_time,public,omnidots_vdv_level,ix_omnidots_vdv_level_sample_time,sample_time,rename_object,timescale_default_index_cleanup_20260709
postgres,index,public,omnidots_veff_level,omnidots_veff_level_sample_time_idx,sample_time,public,omnidots_veff_level,ix_omnidots_veff_level_sample_time,sample_time,rename_object,timescale_default_index_cleanup_20260709
sqlserver,unique_index,dbo,monitor,,,dbo,monitor,ux_monitor_serial_id_type_of_monitor,serial_id|type_of_monitor,create_object,monitor_natural_key_20260618
sqlserver,unique_index,dbo,air_q_monitor_status,,,dbo,air_q_monitor_status,ux_air_q_monitor_status_serial_id,serial_id,create_object,monitor_natural_key_20260618
sqlserver,unique_index,dbo,omnidots_monitor_status,,,dbo,omnidots_monitor_status,ux_omnidots_monitor_status_serial_id,serial_id,create_object,monitor_natural_key_20260618
sqlserver,unique_index,dbo,omnidots_sensor,,,dbo,omnidots_sensor,ux_omnidots_sensor_serial_id,serial_id,create_object,monitor_natural_key_20260618
sqlserver,unique_index,dbo,svantek_monitor_status,,,dbo,svantek_monitor_status,ux_svantek_monitor_status_serial_id,serial_id,create_object,monitor_natural_key_20260618
sqlserver,unique_index,dbo,air_q_noise_level,,,dbo,air_q_noise_level,ux_air_q_noise_level_serial_id_sample_time,serial_id|sample_time,create_object,monitor_natural_key_20260618
sqlserver,unique_index,dbo,svantek_noise_level,,,dbo,svantek_noise_level,ux_svantek_noise_level_serial_id_sample_time,serial_id|sample_time,create_object,monitor_natural_key_20260618
sqlserver,unique_index,dbo,my_atm_dust_level,,,dbo,my_atm_dust_level,ux_my_atm_dust_level_serial_id_sample_time_avrg,serial_id|sample_time|avrg,create_object,monitor_natural_key_20260618
sqlserver,unique_index,dbo,my_atm_accessory_info,,,dbo,my_atm_accessory_info,ux_my_atm_accessory_info_serial_id_sample_time,serial_id|sample_time,create_object,monitor_natural_key_20260618
sqlserver,unique_index,dbo,omnidots_peak_level,,,dbo,omnidots_peak_level,ux_omnidots_peak_level_serial_id_sample_time,serial_id|sample_time,create_object,monitor_natural_key_20260618
sqlserver,unique_index,dbo,omnidots_veff_level,,,dbo,omnidots_veff_level,ux_omnidots_veff_level_serial_id_sample_time,serial_id|sample_time,create_object,monitor_natural_key_20260618
sqlserver,unique_index,dbo,omnidots_vdv_level,,,dbo,omnidots_vdv_level,ux_omnidots_vdv_level_serial_id_sample_time,serial_id|sample_time,create_object,monitor_natural_key_20260618
sqlserver,unique_index,dbo,air_q_noise_8_hour_average,,,dbo,air_q_noise_8_hour_average,ux_air_q_noise_8_hour_average_serial_id_sample_time,serial_id|sample_time,create_object,monitor_natural_key_20260618
sqlserver,unique_index,dbo,svantek_noise_8_hour_average,,,dbo,svantek_noise_8_hour_average,ux_svantek_noise_8_hour_average_serial_id_sample_time,serial_id|sample_time,create_object,monitor_natural_key_20260618
