current_relation,current_column,new_relation,new_column,change_type,notes
NotificationSearch,,notification_search,,rename_relation,relation_not_lowercase
NotificationSearch,AlertField,notification_search,alert_field,rename_column,column_not_lowercase
NotificationSearch,AlertType,notification_search,alert_type,rename_column,column_not_lowercase
NotificationSearch,ClosedDate,notification_search,closed_date,rename_column,column_not_lowercase
NotificationSearch,ContractId,notification_search,contract_id,rename_column,column_not_lowercase
NotificationSearch,ContractNumber,notification_search,contract_number,rename_column,column_not_lowercase
NotificationSearch,FleetNr,notification_search,fleet_row_count,rename_column,column_not_lowercase
NotificationSearch,Id,notification_search,id,rename_column,column_not_lowercase
NotificationSearch,LastDataTime,notification_search,last_data_time,rename_column,column_not_lowercase
NotificationSearch,Level,notification_search,level,rename_column,column_not_lowercase
NotificationSearch,LimitOn,notification_search,limit_on,rename_column,column_not_lowercase
NotificationSearch,MonitorId,notification_search,monitor_id,rename_column,column_not_lowercase
NotificationSearch,NotificationTime,notification_search,notification_time,rename_column,column_not_lowercase
NotificationSearch,SerialId,notification_search,serial_id,rename_column,column_not_lowercase
NotificationSearch,SiteName,notification_search,site_name,rename_column,column_not_lowercase
NotificationSearch,SiteiD,notification_search,site_id,rename_column,column_not_lowercase
NotificationSearch,TypeOfMonitor,notification_search,type_of_monitor,rename_column,column_not_lowercase
NotificationSettings,,notification_setting,,rename_relation,relation_not_lowercase
NotificationSettings,Email,notification_setting,email,rename_column,column_not_lowercase
NotificationSettings,EndTime,notification_setting,end_time,rename_column,column_not_lowercase
NotificationSettings,Id,notification_setting,id,rename_column,column_not_lowercase;single_column_pk
NotificationSettings,SMS,notification_setting,sms,rename_column,column_not_lowercase
NotificationSettings,SiteId,notification_setting,site_id,rename_column,column_not_lowercase
NotificationSettings,SiteUserId,notification_setting,site_user_id,rename_column,column_not_lowercase;fk_to_site_user
NotificationSettings,StartTime,notification_setting,start_time,rename_column,column_not_lowercase
NotificationSettings,UserId,notification_setting,user_id,rename_column,column_not_lowercase
NotificationUserSearch,,notification_user_search,,rename_relation,relation_not_lowercase
NotificationUserSearch,AlertField,notification_user_search,alert_field,rename_column,column_not_lowercase
NotificationUserSearch,AlertType,notification_user_search,alert_type,rename_column,column_not_lowercase
NotificationUserSearch,ClosedDate,notification_user_search,closed_date,rename_column,column_not_lowercase
NotificationUserSearch,ContractId,notification_user_search,contract_id,rename_column,column_not_lowercase
NotificationUserSearch,ContractNumber,notification_user_search,contract_number,rename_column,column_not_lowercase
NotificationUserSearch,FleetNr,notification_user_search,fleet_row_count,rename_column,column_not_lowercase
NotificationUserSearch,Id,notification_user_search,id,rename_column,column_not_lowercase
NotificationUserSearch,LastDataTime,notification_user_search,last_data_time,rename_column,column_not_lowercase
NotificationUserSearch,Level,notification_user_search,level,rename_column,column_not_lowercase
NotificationUserSearch,LimitOn,notification_user_search,limit_on,rename_column,column_not_lowercase
NotificationUserSearch,MonitorId,notification_user_search,monitor_id,rename_column,column_not_lowercase
NotificationUserSearch,NotificationTime,notification_user_search,notification_time,rename_column,column_not_lowercase
NotificationUserSearch,SerialId,notification_user_search,serial_id,rename_column,column_not_lowercase
NotificationUserSearch,SiteName,notification_user_search,site_name,rename_column,column_not_lowercase
NotificationUserSearch,SiteiD,notification_user_search,site_id,rename_column,column_not_lowercase
NotificationUserSearch,TypeOfMonitor,notification_user_search,type_of_monitor,rename_column,column_not_lowercase
NotificationUserSearch,UserId,notification_user_search,user_id,rename_column,column_not_lowercase
Notifications,,notification,,rename_relation,relation_not_lowercase
Notifications,AlertField,notification,alert_field,rename_column,column_not_lowercase
Notifications,AlertType,notification,alert_type,rename_column,column_not_lowercase
Notifications,AveragingPeriod,notification,averaging_period,rename_column,column_not_lowercase
Notifications,ClosedByUser,notification,closed_by_user,rename_column,column_not_lowercase
Notifications,ClosedNote,notification,closed_note,rename_column,column_not_lowercase
Notifications,ClosedTime,notification,closed_time,rename_column,column_not_lowercase
Notifications,Id,notification,id,rename_column,column_not_lowercase;single_column_pk
Notifications,Level,notification,level,rename_column,column_not_lowercase
Notifications,LimitOn,notification,limit_on,rename_column,column_not_lowercase
Notifications,MonitorId,notification,monitor_id,rename_column,column_not_lowercase
Notifications,NotificationTime,notification,notification_time,rename_column,column_not_lowercase
Notifications,RecordingLink,notification,recording_link,rename_column,column_not_lowercase
NotificationsSent,,notification_sent,,rename_relation,relation_not_lowercase
NotificationsSent,Address,notification_sent,address,rename_column,column_not_lowercase
NotificationsSent,ErrorMessage,notification_sent,error_message,rename_column,column_not_lowercase
NotificationsSent,Id,notification_sent,id,rename_column,column_not_lowercase
NotificationsSent,NotificationId,notification_sent,notification_id,rename_column,column_not_lowercase
NotificationsSent,SendTime,notification_sent,send_time,rename_column,column_not_lowercase
OmnidotsErrorMessages,,omnidots_error_message,,rename_relation,relation_not_lowercase
OmnidotsErrorMessages,Error,omnidots_error_message,error,rename_column,column_not_lowercase
OmnidotsErrorMessages,ErrorTime,omnidots_error_message,error_time,rename_column,column_not_lowercase
OmnidotsErrorMessages,Tag,omnidots_error_message,tag,rename_column,column_not_lowercase
OmnidotsMonitorStatus,,omnidots_monitor_status,,rename_relation,relation_not_lowercase
OmnidotsMonitorStatus,AlarmValue,omnidots_monitor_status,alarm_value,rename_column,column_not_lowercase
OmnidotsMonitorStatus,AtopEnabled,omnidots_monitor_status,atop_enabled,rename_column,column_not_lowercase
OmnidotsMonitorStatus,BuildingLevel,omnidots_monitor_status,building_level,rename_column,column_not_lowercase
OmnidotsMonitorStatus,DataSaveLevel,omnidots_monitor_status,data_save_level,rename_column,column_not_lowercase
OmnidotsMonitorStatus,DisableLed,omnidots_monitor_status,disable_led,rename_column,column_not_lowercase
OmnidotsMonitorStatus,FlatLevel,omnidots_monitor_status,flat_level,rename_column,column_not_lowercase
OmnidotsMonitorStatus,GuideLine,omnidots_monitor_status,guide_line,rename_column,column_not_lowercase
OmnidotsMonitorStatus,Id,omnidots_monitor_status,id,rename_column,column_not_lowercase;single_column_pk
OmnidotsMonitorStatus,LogFlushInterval,omnidots_monitor_status,log_flush_interval,rename_column,column_not_lowercase
OmnidotsMonitorStatus,MeasurementDuration,omnidots_monitor_status,measurement_duration,rename_column,column_not_lowercase
OmnidotsMonitorStatus,SerialId,omnidots_monitor_status,serial_id,rename_column,column_not_lowercase
OmnidotsMonitorStatus,TracePostTrigger,omnidots_monitor_status,trace_post_trigger,rename_column,column_not_lowercase
OmnidotsMonitorStatus,TracePreTrigger,omnidots_monitor_status,trace_pre_trigger,rename_column,column_not_lowercase
OmnidotsMonitorStatus,TraceSaveLevel,omnidots_monitor_status,trace_save_level,rename_column,column_not_lowercase
OmnidotsMonitorStatus,VdvEnabled,omnidots_monitor_status,vdv_enabled,rename_column,column_not_lowercase
OmnidotsMonitorStatus,VdvPeriod,omnidots_monitor_status,vdv_period,rename_column,column_not_lowercase
OmnidotsMonitorStatus,VdvX,omnidots_monitor_status,vdv_x,rename_column,column_not_lowercase
OmnidotsMonitorStatus,VdvY,omnidots_monitor_status,vdv_y,rename_column,column_not_lowercase
OmnidotsMonitorStatus,VdvZ,omnidots_monitor_status,vdv_z,rename_column,column_not_lowercase
OmnidotsMonitorStatus,VectorEnabled,omnidots_monitor_status,vector_enabled,rename_column,column_not_lowercase
OmnidotsMonitorStatus,VtopEnabled,omnidots_monitor_status,vtop_enabled,rename_column,column_not_lowercase
OmnidotsPeakLevel15min,,omnidots_peak_level_15_min,,rename_relation,relation_not_lowercase
OmnidotsPeakLevel15min,SampleTime,omnidots_peak_level_15_min,sample_time,rename_column,column_not_lowercase
OmnidotsPeakLevel15min,SerialId,omnidots_peak_level_15_min,serial_id,rename_column,column_not_lowercase
OmnidotsPeakLevel15min,XVtop,omnidots_peak_level_15_min,x_vtop,rename_column,column_not_lowercase
OmnidotsPeakLevel15min,YVtop,omnidots_peak_level_15_min,y_vtop,rename_column,column_not_lowercase
OmnidotsPeakLevel15min,ZVtop,omnidots_peak_level_15_min,z_vtop,rename_column,column_not_lowercase
OmnidotsPeakLevel1dayPeak,,omnidots_peak_level_1_day_peak,,rename_relation,relation_not_lowercase
OmnidotsPeakLevel1dayPeak,SampleTime,omnidots_peak_level_1_day_peak,sample_time,rename_column,column_not_lowercase
OmnidotsPeakLevel1dayPeak,SerialId,omnidots_peak_level_1_day_peak,serial_id,rename_column,column_not_lowercase
OmnidotsPeakLevel1dayPeak,XVtop,omnidots_peak_level_1_day_peak,x_vtop,rename_column,column_not_lowercase
OmnidotsPeakLevel1dayPeak,YVtop,omnidots_peak_level_1_day_peak,y_vtop,rename_column,column_not_lowercase
OmnidotsPeakLevel1dayPeak,ZVtop,omnidots_peak_level_1_day_peak,z_vtop,rename_column,column_not_lowercase
OmnidotsPeakLevel1min,,omnidots_peak_level_1_min,,rename_relation,relation_not_lowercase
OmnidotsPeakLevel1min,SampleTime,omnidots_peak_level_1_min,sample_time,rename_column,column_not_lowercase
OmnidotsPeakLevel1min,SerialId,omnidots_peak_level_1_min,serial_id,rename_column,column_not_lowercase
OmnidotsPeakLevel1min,XVtop,omnidots_peak_level_1_min,x_vtop,rename_column,column_not_lowercase
OmnidotsPeakLevel1min,YVtop,omnidots_peak_level_1_min,y_vtop,rename_column,column_not_lowercase
OmnidotsPeakLevel1min,ZVtop,omnidots_peak_level_1_min,z_vtop,rename_column,column_not_lowercase
OmnidotsPeakLevel20min,,omnidots_peak_level_20_min,,rename_relation,relation_not_lowercase
OmnidotsPeakLevel20min,SampleTime,omnidots_peak_level_20_min,sample_time,rename_column,column_not_lowercase
OmnidotsPeakLevel20min,SerialId,omnidots_peak_level_20_min,serial_id,rename_column,column_not_lowercase
OmnidotsPeakLevel20min,XVtop,omnidots_peak_level_20_min,x_vtop,rename_column,column_not_lowercase
OmnidotsPeakLevel20min,YVtop,omnidots_peak_level_20_min,y_vtop,rename_column,column_not_lowercase
OmnidotsPeakLevel20min,ZVtop,omnidots_peak_level_20_min,z_vtop,rename_column,column_not_lowercase
OmnidotsPeakLevel5min,,omnidots_peak_level_5_min,,rename_relation,relation_not_lowercase
OmnidotsPeakLevel5min,SampleTime,omnidots_peak_level_5_min,sample_time,rename_column,column_not_lowercase
OmnidotsPeakLevel5min,SerialId,omnidots_peak_level_5_min,serial_id,rename_column,column_not_lowercase
OmnidotsPeakLevel5min,XVtop,omnidots_peak_level_5_min,x_vtop,rename_column,column_not_lowercase
OmnidotsPeakLevel5min,YVtop,omnidots_peak_level_5_min,y_vtop,rename_column,column_not_lowercase
OmnidotsPeakLevel5min,ZVtop,omnidots_peak_level_5_min,z_vtop,rename_column,column_not_lowercase
OmnidotsPeakLevels,,omnidots_peak_level,,rename_relation,relation_not_lowercase
OmnidotsPeakLevels,SampleTime,omnidots_peak_level,sample_time,rename_column,column_not_lowercase
OmnidotsPeakLevels,SerialId,omnidots_peak_level,serial_id,rename_column,column_not_lowercase
OmnidotsPeakLevels,XFdom,omnidots_peak_level,x_fdom,rename_column,column_not_lowercase
OmnidotsPeakLevels,XVtop,omnidots_peak_level,x_vtop,rename_column,column_not_lowercase
OmnidotsPeakLevels,XVtopOverflow,omnidots_peak_level,x_vtop_overflow,rename_column,column_not_lowercase
OmnidotsPeakLevels,YFdom,omnidots_peak_level,y_fdom,rename_column,column_not_lowercase
OmnidotsPeakLevels,YVtop,omnidots_peak_level,y_vtop,rename_column,column_not_lowercase
OmnidotsPeakLevels,YVtopOverflow,omnidots_peak_level,y_vtop_overflow,rename_column,column_not_lowercase
OmnidotsPeakLevels,ZFdom,omnidots_peak_level,z_fdom,rename_column,column_not_lowercase
OmnidotsPeakLevels,ZVtop,omnidots_peak_level,z_vtop,rename_column,column_not_lowercase
OmnidotsPeakLevels,ZVtopOverflow,omnidots_peak_level,z_vtop_overflow,rename_column,column_not_lowercase
OmnidotsSensors,,omnidots_sensor,,rename_relation,relation_not_lowercase
OmnidotsSensors,BatteryCharge,omnidots_sensor,battery_charge,rename_column,column_not_lowercase
OmnidotsSensors,ConnectedUsing,omnidots_sensor,connected_using,rename_column,column_not_lowercase
OmnidotsSensors,Id,omnidots_sensor,id,rename_column,column_not_lowercase;single_column_pk
OmnidotsSensors,Lastseen,omnidots_sensor,lastseen,rename_column,column_not_lowercase
OmnidotsSensors,Name,omnidots_sensor,name,rename_column,column_not_lowercase
OmnidotsSensors,Online,omnidots_sensor,online,rename_column,column_not_lowercase
OmnidotsSensors,SerialId,omnidots_sensor,serial_id,rename_column,column_not_lowercase
OmnidotsTraces,,omnidots_trace,,rename_relation,relation_not_lowercase
OmnidotsTraces,TraceId,omnidots_trace,omnidots_trace_index_id,rename_column,column_not_lowercase;fk_to_omnidots_trace_index
OmnidotsTraces,X,omnidots_trace,x,rename_column,column_not_lowercase
OmnidotsTraces,Y,omnidots_trace,y,rename_column,column_not_lowercase
OmnidotsTraces,Z,omnidots_trace,z,rename_column,column_not_lowercase
OmnidotsTracesIndex,,omnidots_trace_index,,rename_relation,relation_not_lowercase
OmnidotsTracesIndex,EndTime,omnidots_trace_index,end_time,rename_column,column_not_lowercase
OmnidotsTracesIndex,Id,omnidots_trace_index,id,rename_column,column_not_lowercase;single_column_pk
OmnidotsTracesIndex,SerialId,omnidots_trace_index,serial_id,rename_column,column_not_lowercase
OmnidotsTracesIndex,StartTime,omnidots_trace_index,start_time,rename_column,column_not_lowercase
OmnidotsVdvLevels,,omnidots_vdv_level,,rename_relation,relation_not_lowercase
OmnidotsVdvLevels,SampleTime,omnidots_vdv_level,sample_time,rename_column,column_not_lowercase
OmnidotsVdvLevels,SerialId,omnidots_vdv_level,serial_id,rename_column,column_not_lowercase
OmnidotsVdvLevels,VdvX,omnidots_vdv_level,vdv_x,rename_column,column_not_lowercase
OmnidotsVdvLevels,VdvY,omnidots_vdv_level,vdv_y,rename_column,column_not_lowercase
OmnidotsVdvLevels,VdvZ,omnidots_vdv_level,vdv_z,rename_column,column_not_lowercase
OmnidotsVdvLevels,X,omnidots_vdv_level,x,rename_column,column_not_lowercase
OmnidotsVdvLevels,Y,omnidots_vdv_level,y,rename_column,column_not_lowercase
OmnidotsVdvLevels,Z,omnidots_vdv_level,z,rename_column,column_not_lowercase
OmnidotsVeffLevels,,omnidots_veff_level,,rename_relation,relation_not_lowercase
OmnidotsVeffLevels,SampleTime,omnidots_veff_level,sample_time,rename_column,column_not_lowercase
OmnidotsVeffLevels,SerialId,omnidots_veff_level,serial_id,rename_column,column_not_lowercase
OmnidotsVeffLevels,X,omnidots_veff_level,x,rename_column,column_not_lowercase
OmnidotsVeffLevels,Y,omnidots_veff_level,y,rename_column,column_not_lowercase
OmnidotsVeffLevels,Z,omnidots_veff_level,z,rename_column,column_not_lowercase
ReportRuleSearch,,report_rule_search,,rename_relation,relation_not_lowercase
ReportRuleSearch,DayOfMonth,report_rule_search,day_of_month,rename_column,column_not_lowercase
ReportRuleSearch,DayOfWeek,report_rule_search,day_of_week,rename_column,column_not_lowercase
ReportRuleSearch,Frequency,report_rule_search,frequency,rename_column,column_not_lowercase
ReportRuleSearch,Id,report_rule_search,id,rename_column,column_not_lowercase
ReportRuleSearch,LastGenerated,report_rule_search,last_generated,rename_column,column_not_lowercase
ReportRuleSearch,ReportName,report_rule_search,report_name,rename_column,column_not_lowercase
ReportRuleSearch,SiteId,report_rule_search,site_id,rename_column,column_not_lowercase
ReportRuleSearch,SiteName,report_rule_search,site_name,rename_column,column_not_lowercase
ReportRuleUserSearch,,report_rule_user_search,,rename_relation,relation_not_lowercase
ReportRuleUserSearch,DayOfMonth,report_rule_user_search,day_of_month,rename_column,column_not_lowercase
ReportRuleUserSearch,DayOfWeek,report_rule_user_search,day_of_week,rename_column,column_not_lowercase
ReportRuleUserSearch,Frequency,report_rule_user_search,frequency,rename_column,column_not_lowercase
ReportRuleUserSearch,Id,report_rule_user_search,id,rename_column,column_not_lowercase
ReportRuleUserSearch,LastGenerated,report_rule_user_search,last_generated,rename_column,column_not_lowercase
ReportRuleUserSearch,ReportName,report_rule_user_search,report_name,rename_column,column_not_lowercase
ReportRuleUserSearch,SiteId,report_rule_user_search,site_id,rename_column,column_not_lowercase
ReportRuleUserSearch,SiteName,report_rule_user_search,site_name,rename_column,column_not_lowercase
ReportRuleUserSearch,UserId,report_rule_user_search,user_id,rename_column,column_not_lowercase
ReportRules,,report_rule,,rename_relation,relation_not_lowercase
ReportRules,DayOfMonth,report_rule,day_of_month,rename_column,column_not_lowercase
ReportRules,DayOfWeek,report_rule,day_of_week,rename_column,column_not_lowercase
ReportRules,Deleted,report_rule,deleted,rename_column,column_not_lowercase
ReportRules,Frequency,report_rule,frequency,rename_column,column_not_lowercase
ReportRules,Id,report_rule,id,rename_column,column_not_lowercase;single_column_pk
ReportRules,LastGenerated,report_rule,last_generated,rename_column,column_not_lowercase
ReportRules,ReportName,report_rule,report_name,rename_column,column_not_lowercase
ReportRules,SiteId,report_rule,site_id,rename_column,column_not_lowercase
ReportRules,UserId,report_rule,user_id,rename_column,column_not_lowercase
ReportSearch,,report_search,,rename_relation,relation_not_lowercase
ReportSearch,Deleted,report_search,deleted,rename_column,column_not_lowercase
ReportSearch,Frequency,report_search,frequency,rename_column,column_not_lowercase
ReportSearch,Id,report_search,id,rename_column,column_not_lowercase
ReportSearch,ReportDate,report_search,report_date,rename_column,column_not_lowercase
ReportSearch,ReportFrom,report_search,report_from,rename_column,column_not_lowercase
ReportSearch,ReportLink,report_search,report_link,rename_column,column_not_lowercase
ReportSearch,ReportName,report_search,report_name,rename_column,column_not_lowercase
ReportSearch,ReportRuleId,report_search,report_rule_id,rename_column,column_not_lowercase
ReportSearch,ReportTo,report_search,report_to,rename_column,column_not_lowercase
ReportSearch,SiteId,report_search,site_id,rename_column,column_not_lowercase
ReportSearch,SiteName,report_search,site_name,rename_column,column_not_lowercase
ReportUserSearch,,report_user_search,,rename_relation,relation_not_lowercase
ReportUserSearch,Deleted,report_user_search,deleted,rename_column,column_not_lowercase
ReportUserSearch,Frequency,report_user_search,frequency,rename_column,column_not_lowercase
ReportUserSearch,Id,report_user_search,id,rename_column,column_not_lowercase
ReportUserSearch,ReportDate,report_user_search,report_date,rename_column,column_not_lowercase
ReportUserSearch,ReportFrom,report_user_search,report_from,rename_column,column_not_lowercase
ReportUserSearch,ReportLink,report_user_search,report_link,rename_column,column_not_lowercase
ReportUserSearch,ReportName,report_user_search,report_name,rename_column,column_not_lowercase
ReportUserSearch,ReportRuleId,report_user_search,report_rule_id,rename_column,column_not_lowercase
ReportUserSearch,ReportTo,report_user_search,report_to,rename_column,column_not_lowercase
ReportUserSearch,SiteId,report_user_search,site_id,rename_column,column_not_lowercase
ReportUserSearch,SiteName,report_user_search,site_name,rename_column,column_not_lowercase
ReportUserSearch,UserId,report_user_search,user_id,rename_column,column_not_lowercase
ReportUsers,,report_user,,rename_relation,relation_not_lowercase
ReportUsers,Id,report_user,id,rename_column,column_not_lowercase;single_column_pk
ReportUsers,ReportRuleId,report_user,report_rule_id,rename_column,column_not_lowercase
ReportUsers,UserId,report_user,user_id,rename_column,column_not_lowercase
Reports,,report,,rename_relation,relation_not_lowercase
Reports,Frequency,report,frequency,rename_column,column_not_lowercase
Reports,Id,report,id,rename_column,column_not_lowercase;single_column_pk
Reports,ReportDate,report,report_date,rename_column,column_not_lowercase
Reports,ReportFrom,report,report_from,rename_column,column_not_lowercase
Reports,ReportLink,report,report_link,rename_column,column_not_lowercase
Reports,ReportRuleId,report,report_rule_id,rename_column,column_not_lowercase
Reports,ReportTo,report,report_to,rename_column,column_not_lowercase
Reports,SiteId,report,site_id,rename_column,column_not_lowercase
ReportsErrorMessages,,report_error_message,,rename_relation,relation_not_lowercase
ReportsErrorMessages,Error,report_error_message,error,rename_column,column_not_lowercase
ReportsErrorMessages,ErrorTime,report_error_message,error_time,rename_column,column_not_lowercase
ReportsErrorMessages,Tag,report_error_message,tag,rename_column,column_not_lowercase
ReportsSent,,report_sent,,rename_relation,relation_not_lowercase
ReportsSent,Address,report_sent,address,rename_column,column_not_lowercase
ReportsSent,ErrorMessage,report_sent,error_message,rename_column,column_not_lowercase
ReportsSent,Id,report_sent,id,rename_column,column_not_lowercase;single_column_pk
ReportsSent,ReportId,report_sent,report_id,rename_column,column_not_lowercase
ReportsSent,SendTime,report_sent,send_time,rename_column,column_not_lowercase
RvtAlertRules,,rvt_alert_rule,,rename_relation,relation_not_lowercase
RvtAlertRules,Accessed,rvt_alert_rule,accessed,rename_column,column_not_lowercase
RvtAlertRules,AlertField,rvt_alert_rule,alert_field,rename_column,column_not_lowercase
RvtAlertRules,AlertType,rvt_alert_rule,alert_type,rename_column,column_not_lowercase
RvtAlertRules,AveragingPeriod,rvt_alert_rule,averaging_period,rename_column,column_not_lowercase
RvtAlertRules,Created,rvt_alert_rule,created,rename_column,column_not_lowercase
RvtAlertRules,EndTime,rvt_alert_rule,end_time,rename_column,column_not_lowercase
RvtAlertRules,Id,rvt_alert_rule,id,rename_column,column_not_lowercase;single_column_pk
RvtAlertRules,IsActive,rvt_alert_rule,is_active,rename_column,column_not_lowercase
RvtAlertRules,IsDeleted,rvt_alert_rule,is_deleted,rename_column,column_not_lowercase
RvtAlertRules,LimitOff,rvt_alert_rule,limit_off,rename_column,column_not_lowercase
RvtAlertRules,LimitOn,rvt_alert_rule,limit_on,rename_column,column_not_lowercase
RvtAlertRules,MonitorId,rvt_alert_rule,monitor_id,rename_column,column_not_lowercase;fk_to_monitor
RvtAlertRules,Saturdays,rvt_alert_rule,saturdays,rename_column,column_not_lowercase
RvtAlertRules,SerialId,rvt_alert_rule,serial_id,rename_column,column_not_lowercase
RvtAlertRules,StartTime,rvt_alert_rule,start_time,rename_column,column_not_lowercase
RvtAlertRules,Sundays,rvt_alert_rule,sundays,rename_column,column_not_lowercase
RvtAlertRules,Weekdays,rvt_alert_rule,weekdays,rename_column,column_not_lowercase
SiteArchived,,site_archived,,rename_relation,relation_not_lowercase
SiteArchived,CreateDate,site_archived,create_date,rename_column,column_not_lowercase
SiteArchived,CreatedBy,site_archived,created_by,rename_column,column_not_lowercase
SiteArchived,Id,site_archived,id,rename_column,column_not_lowercase;single_column_pk
SiteArchived,PictureLink,site_archived,picture_link,rename_column,column_not_lowercase
SiteArchived,SiteId,site_archived,site_id,rename_column,column_not_lowercase;fk_to_site
SiteAverages,,site_average,,rename_relation,relation_not_lowercase
SiteAverages,CollectionTime,site_average,collection_time,rename_column,column_not_lowercase
SiteAverages,Field,site_average,field,rename_column,column_not_lowercase
SiteAverages,Id,site_average,id,rename_column,column_not_lowercase
SiteAverages,Level,site_average,level,rename_column,column_not_lowercase
SiteAverages,MonitorId,site_average,monitor_id,rename_column,column_not_lowercase
SiteAverages,SiteId,site_average,site_id,rename_column,column_not_lowercase
SiteOperatingHours,,site_operating_hour,,rename_relation,relation_not_lowercase
SiteOperatingHours,DayOfWeek,site_operating_hour,day_of_week,rename_column,column_not_lowercase
SiteOperatingHours,EndTime,site_operating_hour,end_time,rename_column,column_not_lowercase
SiteOperatingHours,Id,site_operating_hour,id,rename_column,column_not_lowercase;single_column_pk
SiteOperatingHours,IsClosed,site_operating_hour,is_closed,rename_column,column_not_lowercase
SiteOperatingHours,SiteId,site_operating_hour,site_id,rename_column,column_not_lowercase;fk_to_site
SiteOperatingHours,StartTime,site_operating_hour,start_time,rename_column,column_not_lowercase
SiteSearch,,site_search,,rename_relation,relation_not_lowercase
SiteSearch,AddressLine1,site_search,address_line_1,rename_column,column_not_lowercase
SiteSearch,AddressLine2,site_search,address_line_2,rename_column,column_not_lowercase
SiteSearch,Archived,site_search,archived,rename_column,column_not_lowercase
SiteSearch,City,site_search,city,rename_column,column_not_lowercase
SiteSearch,CompanyId,site_search,company_id,rename_column,column_not_lowercase
SiteSearch,CompanyName,site_search,company_name,rename_column,column_not_lowercase
SiteSearch,County,site_search,county,rename_column,column_not_lowercase
SiteSearch,CreateDate,site_search,create_date,rename_column,column_not_lowercase
SiteSearch,Id,site_search,id,rename_column,column_not_lowercase
SiteSearch,Postcode,site_search,postcode,rename_column,column_not_lowercase
SiteSearch,SiteContact,site_search,site_contact,rename_column,column_not_lowercase
SiteSearch,SiteName,site_search,site_name,rename_column,column_not_lowercase
SiteSearch,siteAddress,site_search,site_address,rename_column,column_not_lowercase
SiteUserSearch,,site_user_search,,rename_relation,relation_not_lowercase
SiteUserSearch,AddressLine1,site_user_search,address_line_1,rename_column,column_not_lowercase
SiteUserSearch,AddressLine2,site_user_search,address_line_2,rename_column,column_not_lowercase
SiteUserSearch,Archived,site_user_search,archived,rename_column,column_not_lowercase
SiteUserSearch,City,site_user_search,city,rename_column,column_not_lowercase
SiteUserSearch,CompanyName,site_user_search,company_name,rename_column,column_not_lowercase
SiteUserSearch,County,site_user_search,county,rename_column,column_not_lowercase
SiteUserSearch,CreateDate,site_user_search,create_date,rename_column,column_not_lowercase
SiteUserSearch,Id,site_user_search,id,rename_column,column_not_lowercase
SiteUserSearch,Postcode,site_user_search,postcode,rename_column,column_not_lowercase
SiteUserSearch,SiteContact,site_user_search,site_contact,rename_column,column_not_lowercase
SiteUserSearch,SiteName,site_user_search,site_name,rename_column,column_not_lowercase
SiteUserSearch,UserId,site_user_search,user_id,rename_column,column_not_lowercase
SiteUserSearch,siteAddress,site_user_search,site_address,rename_column,column_not_lowercase
SiteUsers,,site_user,,rename_relation,relation_not_lowercase
SiteUsers,EndDate,site_user,end_date,rename_column,column_not_lowercase
SiteUsers,Id,site_user,id,rename_column,column_not_lowercase;single_column_pk
SiteUsers,SiteContact,site_user,site_contact,rename_column,column_not_lowercase
SiteUsers,SiteId,site_user,site_id,rename_column,column_not_lowercase;fk_to_site
SiteUsers,StartDate,site_user,start_date,rename_column,column_not_lowercase
SiteUsers,UserId,site_user,user_id,rename_column,column_not_lowercase
Sites,,site,,rename_relation,relation_not_lowercase
Sites,AddressLine1,site,address_line_1,rename_column,column_not_lowercase
Sites,AddressLine2,site,address_line_2,rename_column,column_not_lowercase
Sites,Archived,site,archived,rename_column,column_not_lowercase
Sites,City,site,city,rename_column,column_not_lowercase
Sites,County,site,county,rename_column,column_not_lowercase
Sites,CreateDate,site,create_date,rename_column,column_not_lowercase
Sites,EndTime,site,end_time,rename_column,column_not_lowercase
Sites,Id,site,id,rename_column,column_not_lowercase;single_column_pk
Sites,Postcode,site,postcode,rename_column,column_not_lowercase
Sites,SatEndTime,site,sat_end_time,rename_column,column_not_lowercase
Sites,SatStartTime,site,sat_start_time,rename_column,column_not_lowercase
Sites,SiteName,site,site_name,rename_column,column_not_lowercase
Sites,StartTime,site,start_time,rename_column,column_not_lowercase
Sites,SunEndTime,site,sun_end_time,rename_column,column_not_lowercase
Sites,SunStartTime,site,sun_start_time,rename_column,column_not_lowercase
SvantekMonitorStatus,,svantek_monitor_status,,rename_relation,relation_not_lowercase
SvantekMonitorStatus,ErrorCount,svantek_monitor_status,error_count,rename_column,column_not_lowercase
SvantekMonitorStatus,SerialId,svantek_monitor_status,serial_id,rename_column,column_not_lowercase
SvantekNoise8HourAverage,,svantek_noise_8_hour_average,,rename_relation,relation_not_lowercase
SvantekNoise8HourAverage,LA10,svantek_noise_8_hour_average,la_10,rename_column,column_not_lowercase
SvantekNoise8HourAverage,LA90,svantek_noise_8_hour_average,la_90,rename_column,column_not_lowercase
SvantekNoise8HourAverage,LAeq,svantek_noise_8_hour_average,laeq,rename_column,column_not_lowercase
SvantekNoise8HourAverage,LAmax,svantek_noise_8_hour_average,lamax,rename_column,column_not_lowercase
SvantekNoise8HourAverage,LC10,svantek_noise_8_hour_average,lc_10,rename_column,column_not_lowercase
SvantekNoise8HourAverage,LC90,svantek_noise_8_hour_average,lc_90,rename_column,column_not_lowercase
SvantekNoise8HourAverage,LCeq,svantek_noise_8_hour_average,lceq,rename_column,column_not_lowercase
