provider,object_type,current_schema,current_relation,current_column,current_data_type,new_schema,new_relation,new_column,new_data_type,change_type,notes
postgres,view_column,public,MonitorUserSearch,TypeOfMonitor,integer,public,monitor_user_search,type_of_monitor,integer,rename_column,column_not_lowercase
postgres,view_column,public,MonitorUserSearch,UserId,uuid,public,monitor_user_search,user_id,uuid,rename_column,column_not_lowercase
postgres,view_column,public,MonitorUserSearch,What3words,text,public,monitor_user_search,what_3_words,text,rename_column,column_not_lowercase
postgres,table,public,MonitorsList,,,public,monitor,,,rename_relation,relation_not_lowercase
postgres,table_column,public,MonitorsList,BatteryStatus,smallint,public,monitor,battery_status,smallint,rename_column,column_not_lowercase
postgres,table_column,public,MonitorsList,CalibrationDate,timestamp without time zone,public,monitor,calibration_date,timestamp without time zone,rename_column,column_not_lowercase
postgres,table_column,public,MonitorsList,CalibrationDue,timestamp without time zone,public,monitor,calibration_due,timestamp without time zone,rename_column,column_not_lowercase
postgres,table_column,public,MonitorsList,CustomerDisplayName,character varying,public,monitor,customer_display_name,character varying,rename_column,column_not_lowercase
postgres,table_column,public,MonitorsList,CustomerId,integer,public,monitor,customer_id,integer,rename_column,column_not_lowercase
postgres,table_column,public,MonitorsList,FirmwareVersion,character varying,public,monitor,firmware_version,character varying,rename_column,column_not_lowercase
postgres,table_column,public,MonitorsList,FleetNr,character varying,public,monitor,fleet_row_count,character varying,rename_column,column_not_lowercase
postgres,table_column,public,MonitorsList,Id,uuid,public,monitor,id,uuid,rename_column,column_not_lowercase;single_column_pk
postgres,table_column,public,MonitorsList,LastDataTime15Min,timestamp without time zone,public,monitor,last_data_time_15_min,timestamp without time zone,rename_column,column_not_lowercase
postgres,table_column,public,MonitorsList,LastDataTime1Hour,timestamp without time zone,public,monitor,last_data_time_1_hour,timestamp without time zone,rename_column,column_not_lowercase
postgres,table_column,public,MonitorsList,LastDataTime1Min,timestamp without time zone,public,monitor,last_data_time_1_min,timestamp without time zone,rename_column,column_not_lowercase
postgres,table_column,public,MonitorsList,LastDataTime24Hour,timestamp without time zone,public,monitor,last_data_time_24_hour,timestamp without time zone,rename_column,column_not_lowercase
postgres,table_column,public,MonitorsList,Latitude,double precision,public,monitor,latitude,double precision,rename_column,column_not_lowercase
postgres,table_column,public,MonitorsList,ListedAtTime,timestamp without time zone,public,monitor,listed_at_time,timestamp without time zone,rename_column,column_not_lowercase
postgres,table_column,public,MonitorsList,LocationAddress,character varying,public,monitor,location_address,character varying,rename_column,column_not_lowercase
postgres,table_column,public,MonitorsList,LocationId,integer,public,monitor,location_id,integer,rename_column,column_not_lowercase
postgres,table_column,public,MonitorsList,Longitude,double precision,public,monitor,longitude,double precision,rename_column,column_not_lowercase
postgres,table_column,public,MonitorsList,Manufacturer,character varying,public,monitor,manufacturer,character varying,rename_column,column_not_lowercase
postgres,table_column,public,MonitorsList,Model,character varying,public,monitor,model,character varying,rename_column,column_not_lowercase
postgres,table_column,public,MonitorsList,Offline,boolean,public,monitor,offline,boolean,rename_column,column_not_lowercase
postgres,table_column,public,MonitorsList,SerialId,character varying,public,monitor,serial_id,character varying,rename_column,column_not_lowercase
postgres,table_column,public,MonitorsList,TimeZone,character varying,public,monitor,time_zone,character varying,rename_column,column_not_lowercase
postgres,table_column,public,MonitorsList,TypeOfMonitor,integer,public,monitor,type_of_monitor,integer,rename_column,column_not_lowercase
postgres,table,public,MyAtmAccessoryInfo,,,public,my_atm_accessory_info,,,rename_relation,relation_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,DigitalAmbientProtectionAttached,boolean,public,my_atm_accessory_info,digital_ambient_protection_attached,boolean,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,DigitalCalibration,boolean,public,my_atm_accessory_info,digital_calibration,boolean,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,DigitalCalibrationEnableStatus,boolean,public,my_atm_accessory_info,digital_calibration_enable_status,boolean,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,DigitalCoincidence,boolean,public,my_atm_accessory_info,digital_coincidence,boolean,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,DigitalCondensationCooling,boolean,public,my_atm_accessory_info,digital_condensation_cooling,boolean,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,DigitalCountModus,boolean,public,my_atm_accessory_info,digital_count_modus,boolean,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,DigitalDropletSize,boolean,public,my_atm_accessory_info,digital_droplet_size,boolean,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,DigitalEvaporationHeating,boolean,public,my_atm_accessory_info,digital_evaporation_heating,boolean,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,DigitalGlobalError,boolean,public,my_atm_accessory_info,digital_global_error,boolean,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,DigitalGlobalWarning,boolean,public,my_atm_accessory_info,digital_global_warning,boolean,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,DigitalIads,boolean,public,my_atm_accessory_info,digital_iads,boolean,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,DigitalIadsActivated,boolean,public,my_atm_accessory_info,digital_iads_activated,boolean,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,DigitalIadsConnected,boolean,public,my_atm_accessory_info,digital_iads_connected,boolean,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,DigitalLiquidPumps,boolean,public,my_atm_accessory_info,digital_liquid_pumps,boolean,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,DigitalOperatingModus,boolean,public,my_atm_accessory_info,digital_operating_modus,boolean,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,DigitalOpticsTemperature,boolean,public,my_atm_accessory_info,digital_optics_temperature,boolean,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,DigitalSensorData,boolean,public,my_atm_accessory_info,digital_sensor_data,boolean,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,DigitalSensorLed,boolean,public,my_atm_accessory_info,digital_sensor_led,boolean,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,DigitalSensorNoise,boolean,public,my_atm_accessory_info,digital_sensor_noise,boolean,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,DigitalSuction,boolean,public,my_atm_accessory_info,digital_suction,boolean,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,DigitalVolumeFlow,boolean,public,my_atm_accessory_info,digital_volume_flow,boolean,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,DigitalWeatherStation,boolean,public,my_atm_accessory_info,digital_weather_station,boolean,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,OperatingAutoCalibrationPeakPosition,double precision,public,my_atm_accessory_info,operating_auto_calibration_peak_position,double precision,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,OperatingFlowCorrectionFactor,double precision,public,my_atm_accessory_info,operating_flow_correction_factor,double precision,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,OperatingPMio,double precision,public,my_atm_accessory_info,operating_pmio,double precision,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,OperatingPeakPosition15s,double precision,public,my_atm_accessory_info,operating_peak_position_15_s,double precision,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,OperatingPowerHeating,double precision,public,my_atm_accessory_info,operating_power_heating,double precision,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,OperatingPowerHousingBlower,double precision,public,my_atm_accessory_info,operating_power_housing_blower,double precision,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,OperatingPowerLed,double precision,public,my_atm_accessory_info,operating_power_led,double precision,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,OperatingPowerPmt,double precision,public,my_atm_accessory_info,operating_power_pmt,double precision,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,OperatingPowerSeparatorBlower,double precision,public,my_atm_accessory_info,operating_power_separator_blower,double precision,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,OperatingPowerVolumeFlowBlower,double precision,public,my_atm_accessory_info,operating_power_volume_flow_blower,double precision,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,OperatingRHMio,double precision,public,my_atm_accessory_info,operating_rh_mio,double precision,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,OperatingSlaNoiseLevel,double precision,public,my_atm_accessory_info,operating_sla_noise_level,double precision,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,OperatingSlaOffsetAdjustmentVoltage,double precision,public,my_atm_accessory_info,operating_sla_offset_adjustment_voltage,double precision,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,OperatingSpanPointDeviation,double precision,public,my_atm_accessory_info,operating_span_point_deviation,double precision,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,OperatingTHeating,double precision,public,my_atm_accessory_info,operating_t_heating,double precision,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,OperatingTLed,double precision,public,my_atm_accessory_info,operating_t_led,double precision,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,OperatingTMio,double precision,public,my_atm_accessory_info,operating_tmio,double precision,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,OperatingVelocity,double precision,public,my_atm_accessory_info,operating_velocity,double precision,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,OperatingVolumeFlow,double precision,public,my_atm_accessory_info,operating_volume_flow,double precision,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,OperatingVolumeFlowSignalLength,double precision,public,my_atm_accessory_info,operating_volume_flow_signal_length,double precision,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,OperatingVolumeFlowTimestamp,bigint,public,my_atm_accessory_info,operating_volume_flow_time,bigint,rename_column,column_not_lowercase;data_type_name_removed
postgres,table_column,public,MyAtmAccessoryInfo,SampleTime,timestamp without time zone,public,my_atm_accessory_info,sample_time,timestamp without time zone,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmAccessoryInfo,SerialId,character varying,public,my_atm_accessory_info,serial_id,character varying,rename_column,column_not_lowercase
postgres,view,public,MyAtmDustLevel8hourAvg,,,public,my_atm_dust_level_8_hour_avg,,,rename_relation,relation_not_lowercase
postgres,view_column,public,MyAtmDustLevel8hourAvg,Pm1,double precision,public,my_atm_dust_level_8_hour_avg,pm_1,double precision,rename_column,column_not_lowercase
postgres,view_column,public,MyAtmDustLevel8hourAvg,Pm10,double precision,public,my_atm_dust_level_8_hour_avg,pm_10,double precision,rename_column,column_not_lowercase
postgres,view_column,public,MyAtmDustLevel8hourAvg,Pm2_5,double precision,public,my_atm_dust_level_8_hour_avg,pm_2_5,double precision,rename_column,column_not_lowercase
postgres,view_column,public,MyAtmDustLevel8hourAvg,PmTotal,double precision,public,my_atm_dust_level_8_hour_avg,pm_total,double precision,rename_column,column_not_lowercase
postgres,view_column,public,MyAtmDustLevel8hourAvg,SampleTime,timestamp without time zone,public,my_atm_dust_level_8_hour_avg,sample_time,timestamp without time zone,rename_column,column_not_lowercase
postgres,view_column,public,MyAtmDustLevel8hourAvg,SerialId,character varying,public,my_atm_dust_level_8_hour_avg,serial_id,character varying,rename_column,column_not_lowercase
postgres,table,public,MyAtmDustLevels,,,public,my_atm_dust_level,,,rename_relation,relation_not_lowercase
postgres,table_column,public,MyAtmDustLevels,Avrg,integer,public,my_atm_dust_level,avrg,integer,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmDustLevels,Pm1,double precision,public,my_atm_dust_level,pm_1,double precision,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmDustLevels,Pm10,double precision,public,my_atm_dust_level,pm_10,double precision,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmDustLevels,Pm2_5,double precision,public,my_atm_dust_level,pm_2_5,double precision,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmDustLevels,PmTotal,double precision,public,my_atm_dust_level,pm_total,double precision,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmDustLevels,SampleTime,timestamp without time zone,public,my_atm_dust_level,sample_time,timestamp without time zone,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmDustLevels,SerialId,character varying,public,my_atm_dust_level,serial_id,character varying,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmDustLevels,Weather_p,double precision,public,my_atm_dust_level,weather_p,double precision,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmDustLevels,Weather_rh,double precision,public,my_atm_dust_level,weather_rh,double precision,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmDustLevels,Weather_t,double precision,public,my_atm_dust_level,weather_t,double precision,rename_column,column_not_lowercase
postgres,table,public,MyAtmErrorMessages,,,public,my_atm_error_message,,,rename_relation,relation_not_lowercase
postgres,table_column,public,MyAtmErrorMessages,Error,character varying,public,my_atm_error_message,error,character varying,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmErrorMessages,ErrorTime,timestamp without time zone,public,my_atm_error_message,error_time,timestamp without time zone,rename_column,column_not_lowercase
postgres,table_column,public,MyAtmErrorMessages,Tag,character varying,public,my_atm_error_message,tag,character varying,rename_column,column_not_lowercase
postgres,view,public,NoiseLevel15minAvg,,,public,noise_level_15_min_avg,,,rename_relation,relation_not_lowercase
postgres,view_column,public,NoiseLevel15minAvg,LA10,double precision,public,noise_level_15_min_avg,la_10,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevel15minAvg,LA90,double precision,public,noise_level_15_min_avg,la_90,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevel15minAvg,LAeq,double precision,public,noise_level_15_min_avg,laeq,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevel15minAvg,LAmax,double precision,public,noise_level_15_min_avg,lamax,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevel15minAvg,LC10,double precision,public,noise_level_15_min_avg,lc_10,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevel15minAvg,LC90,double precision,public,noise_level_15_min_avg,lc_90,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevel15minAvg,LCeq,double precision,public,noise_level_15_min_avg,lceq,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevel15minAvg,LCmax,double precision,public,noise_level_15_min_avg,lcmax,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevel15minAvg,SampleTime,timestamp without time zone,public,noise_level_15_min_avg,sample_time,timestamp without time zone,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevel15minAvg,SerialId,character varying,public,noise_level_15_min_avg,serial_id,character varying,rename_column,column_not_lowercase
postgres,view,public,NoiseLevel1dayAvg,,,public,noise_level_1_day_avg,,,rename_relation,relation_not_lowercase
postgres,view_column,public,NoiseLevel1dayAvg,LA10,double precision,public,noise_level_1_day_avg,la_10,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevel1dayAvg,LA90,double precision,public,noise_level_1_day_avg,la_90,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevel1dayAvg,LAeq,double precision,public,noise_level_1_day_avg,laeq,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevel1dayAvg,LAmax,double precision,public,noise_level_1_day_avg,lamax,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevel1dayAvg,LC10,double precision,public,noise_level_1_day_avg,lc_10,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevel1dayAvg,LC90,double precision,public,noise_level_1_day_avg,lc_90,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevel1dayAvg,LCeq,double precision,public,noise_level_1_day_avg,lceq,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevel1dayAvg,LCmax,double precision,public,noise_level_1_day_avg,lcmax,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevel1dayAvg,SampleTime,date,public,noise_level_1_day_avg,sample_time,date,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevel1dayAvg,SerialId,character varying,public,noise_level_1_day_avg,serial_id,character varying,rename_column,column_not_lowercase
postgres,view,public,NoiseLevel1hourAvg,,,public,noise_level_1_hour_avg,,,rename_relation,relation_not_lowercase
postgres,view_column,public,NoiseLevel1hourAvg,LA10,double precision,public,noise_level_1_hour_avg,la_10,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevel1hourAvg,LA90,double precision,public,noise_level_1_hour_avg,la_90,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevel1hourAvg,LAeq,double precision,public,noise_level_1_hour_avg,laeq,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevel1hourAvg,LAmax,double precision,public,noise_level_1_hour_avg,lamax,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevel1hourAvg,LC10,double precision,public,noise_level_1_hour_avg,lc_10,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevel1hourAvg,LC90,double precision,public,noise_level_1_hour_avg,lc_90,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevel1hourAvg,LCeq,double precision,public,noise_level_1_hour_avg,lceq,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevel1hourAvg,LCmax,double precision,public,noise_level_1_hour_avg,lcmax,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevel1hourAvg,SampleTime,timestamp without time zone,public,noise_level_1_hour_avg,sample_time,timestamp without time zone,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevel1hourAvg,SerialId,character varying,public,noise_level_1_hour_avg,serial_id,character varying,rename_column,column_not_lowercase
postgres,view,public,NoiseLevelSiteAvg,,,public,noise_level_site_avg,,,rename_relation,relation_not_lowercase
postgres,view_column,public,NoiseLevelSiteAvg,LA10,double precision,public,noise_level_site_avg,la_10,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevelSiteAvg,LA90,double precision,public,noise_level_site_avg,la_90,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevelSiteAvg,LAeq,double precision,public,noise_level_site_avg,laeq,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevelSiteAvg,LAmax,double precision,public,noise_level_site_avg,lamax,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevelSiteAvg,LC10,double precision,public,noise_level_site_avg,lc_10,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevelSiteAvg,LC90,double precision,public,noise_level_site_avg,lc_90,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevelSiteAvg,LCeq,double precision,public,noise_level_site_avg,lceq,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevelSiteAvg,LCmax,double precision,public,noise_level_site_avg,lcmax,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevelSiteAvg,SampleTime,timestamp without time zone,public,noise_level_site_avg,sample_time,timestamp without time zone,rename_column,column_not_lowercase
postgres,view_column,public,NoiseLevelSiteAvg,SerialId,character varying,public,noise_level_site_avg,serial_id,character varying,rename_column,column_not_lowercase
postgres,view,public,NotificationSearch,,,public,notification_search,,,rename_relation,relation_not_lowercase
postgres,view_column,public,NotificationSearch,AlertField,character varying,public,notification_search,alert_field,character varying,rename_column,column_not_lowercase
postgres,view_column,public,NotificationSearch,AlertType,integer,public,notification_search,alert_type,integer,rename_column,column_not_lowercase
postgres,view_column,public,NotificationSearch,ClosedDate,timestamp without time zone,public,notification_search,closed_date,timestamp without time zone,rename_column,column_not_lowercase
postgres,view_column,public,NotificationSearch,ContractId,uuid,public,notification_search,contract_id,uuid,rename_column,column_not_lowercase
postgres,view_column,public,NotificationSearch,ContractNumber,character varying,public,notification_search,contract_number,character varying,rename_column,column_not_lowercase
postgres,view_column,public,NotificationSearch,FleetNr,character varying,public,notification_search,fleet_row_count,character varying,rename_column,column_not_lowercase
postgres,view_column,public,NotificationSearch,Id,uuid,public,notification_search,id,uuid,rename_column,column_not_lowercase
postgres,view_column,public,NotificationSearch,LastDataTime,timestamp without time zone,public,notification_search,last_data_time,timestamp without time zone,rename_column,column_not_lowercase
postgres,view_column,public,NotificationSearch,Level,double precision,public,notification_search,level,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NotificationSearch,LimitOn,double precision,public,notification_search,limit_on,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NotificationSearch,MonitorId,uuid,public,notification_search,monitor_id,uuid,rename_column,column_not_lowercase
postgres,view_column,public,NotificationSearch,NotificationTime,timestamp without time zone,public,notification_search,notification_time,timestamp without time zone,rename_column,column_not_lowercase
postgres,view_column,public,NotificationSearch,SerialId,character varying,public,notification_search,serial_id,character varying,rename_column,column_not_lowercase
postgres,view_column,public,NotificationSearch,SiteName,text,public,notification_search,site_name,text,rename_column,column_not_lowercase
postgres,view_column,public,NotificationSearch,SiteiD,uuid,public,notification_search,site_id,uuid,rename_column,column_not_lowercase
postgres,view_column,public,NotificationSearch,TypeOfMonitor,integer,public,notification_search,type_of_monitor,integer,rename_column,column_not_lowercase
postgres,table,public,NotificationSettings,,,public,notification_setting,,,rename_relation,relation_not_lowercase
postgres,table_column,public,NotificationSettings,Email,boolean,public,notification_setting,email,boolean,rename_column,column_not_lowercase
postgres,table_column,public,NotificationSettings,EndTime,time without time zone,public,notification_setting,end_time,time without time zone,rename_column,column_not_lowercase
postgres,table_column,public,NotificationSettings,Id,uuid,public,notification_setting,id,uuid,rename_column,column_not_lowercase;single_column_pk
postgres,table_column,public,NotificationSettings,SMS,boolean,public,notification_setting,sms,boolean,rename_column,column_not_lowercase
postgres,table_column,public,NotificationSettings,SiteId,uuid,public,notification_setting,site_id,uuid,rename_column,column_not_lowercase
postgres,table_column,public,NotificationSettings,SiteUserId,uuid,public,notification_setting,site_user_id,uuid,rename_column,column_not_lowercase;fk_to_site_user
postgres,table_column,public,NotificationSettings,StartTime,time without time zone,public,notification_setting,start_time,time without time zone,rename_column,column_not_lowercase
postgres,table_column,public,NotificationSettings,UserId,uuid,public,notification_setting,user_id,uuid,rename_column,column_not_lowercase
postgres,view,public,NotificationUserSearch,,,public,notification_user_search,,,rename_relation,relation_not_lowercase
postgres,view_column,public,NotificationUserSearch,AlertField,character varying,public,notification_user_search,alert_field,character varying,rename_column,column_not_lowercase
postgres,view_column,public,NotificationUserSearch,AlertType,integer,public,notification_user_search,alert_type,integer,rename_column,column_not_lowercase
postgres,view_column,public,NotificationUserSearch,ClosedDate,timestamp without time zone,public,notification_user_search,closed_date,timestamp without time zone,rename_column,column_not_lowercase
postgres,view_column,public,NotificationUserSearch,ContractId,uuid,public,notification_user_search,contract_id,uuid,rename_column,column_not_lowercase
postgres,view_column,public,NotificationUserSearch,ContractNumber,character varying,public,notification_user_search,contract_number,character varying,rename_column,column_not_lowercase
postgres,view_column,public,NotificationUserSearch,FleetNr,character varying,public,notification_user_search,fleet_row_count,character varying,rename_column,column_not_lowercase
postgres,view_column,public,NotificationUserSearch,Id,uuid,public,notification_user_search,id,uuid,rename_column,column_not_lowercase
postgres,view_column,public,NotificationUserSearch,LastDataTime,timestamp without time zone,public,notification_user_search,last_data_time,timestamp without time zone,rename_column,column_not_lowercase
postgres,view_column,public,NotificationUserSearch,Level,double precision,public,notification_user_search,level,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NotificationUserSearch,LimitOn,double precision,public,notification_user_search,limit_on,double precision,rename_column,column_not_lowercase
postgres,view_column,public,NotificationUserSearch,MonitorId,uuid,public,notification_user_search,monitor_id,uuid,rename_column,column_not_lowercase
postgres,view_column,public,NotificationUserSearch,NotificationTime,timestamp without time zone,public,notification_user_search,notification_time,timestamp without time zone,rename_column,column_not_lowercase
postgres,view_column,public,NotificationUserSearch,SerialId,character varying,public,notification_user_search,serial_id,character varying,rename_column,column_not_lowercase
postgres,view_column,public,NotificationUserSearch,SiteName,text,public,notification_user_search,site_name,text,rename_column,column_not_lowercase
postgres,view_column,public,NotificationUserSearch,SiteiD,uuid,public,notification_user_search,site_id,uuid,rename_column,column_not_lowercase
postgres,view_column,public,NotificationUserSearch,TypeOfMonitor,integer,public,notification_user_search,type_of_monitor,integer,rename_column,column_not_lowercase
postgres,view_column,public,NotificationUserSearch,UserId,uuid,public,notification_user_search,user_id,uuid,rename_column,column_not_lowercase
postgres,table,public,Notifications,,,public,notification,,,rename_relation,relation_not_lowercase
postgres,table_column,public,Notifications,AlertField,character varying,public,notification,alert_field,character varying,rename_column,column_not_lowercase
postgres,table_column,public,Notifications,AlertType,integer,public,notification,alert_type,integer,rename_column,column_not_lowercase
postgres,table_column,public,Notifications,AveragingPeriod,integer,public,notification,averaging_period,integer,rename_column,column_not_lowercase
postgres,table_column,public,Notifications,ClosedByUser,uuid,public,notification,closed_by_user,uuid,rename_column,column_not_lowercase
postgres,table_column,public,Notifications,ClosedNote,character varying,public,notification,closed_note,character varying,rename_column,column_not_lowercase
postgres,table_column,public,Notifications,ClosedTime,timestamp without time zone,public,notification,closed_time,timestamp without time zone,rename_column,column_not_lowercase
postgres,table_column,public,Notifications,Id,uuid,public,notification,id,uuid,rename_column,column_not_lowercase;single_column_pk
postgres,table_column,public,Notifications,Level,double precision,public,notification,level,double precision,rename_column,column_not_lowercase
postgres,table_column,public,Notifications,LimitOn,double precision,public,notification,limit_on,double precision,rename_column,column_not_lowercase
postgres,table_column,public,Notifications,MonitorId,uuid,public,notification,monitor_id,uuid,rename_column,column_not_lowercase
postgres,table_column,public,Notifications,NotificationTime,timestamp without time zone,public,notification,notification_time,timestamp without time zone,rename_column,column_not_lowercase
postgres,table_column,public,Notifications,RecordingLink,character varying,public,notification,recording_link,character varying,rename_column,column_not_lowercase
postgres,table,public,NotificationsSent,,,public,notification_sent,,,rename_relation,relation_not_lowercase
postgres,table_column,public,NotificationsSent,Address,character varying,public,notification_sent,address,character varying,rename_column,column_not_lowercase
postgres,table_column,public,NotificationsSent,ErrorMessage,character varying,public,notification_sent,error_message,character varying,rename_column,column_not_lowercase
postgres,table_column,public,NotificationsSent,Id,uuid,public,notification_sent,id,uuid,rename_column,column_not_lowercase
postgres,table_column,public,NotificationsSent,NotificationId,uuid,public,notification_sent,notification_id,uuid,rename_column,column_not_lowercase
postgres,table_column,public,NotificationsSent,SendTime,timestamp without time zone,public,notification_sent,send_time,timestamp without time zone,rename_column,column_not_lowercase
postgres,table,public,OmnidotsErrorMessages,,,public,omnidots_error_message,,,rename_relation,relation_not_lowercase
postgres,table_column,public,OmnidotsErrorMessages,Error,character varying,public,omnidots_error_message,error,character varying,rename_column,column_not_lowercase
postgres,table_column,public,OmnidotsErrorMessages,ErrorTime,timestamp without time zone,public,omnidots_error_message,error_time,timestamp without time zone,rename_column,column_not_lowercase
postgres,table_column,public,OmnidotsErrorMessages,Tag,character varying,public,omnidots_error_message,tag,character varying,rename_column,column_not_lowercase
postgres,table,public,OmnidotsMonitorStatus,,,public,omnidots_monitor_status,,,rename_relation,relation_not_lowercase
postgres,table_column,public,OmnidotsMonitorStatus,AlarmValue,double precision,public,omnidots_monitor_status,alarm_value,double precision,rename_column,column_not_lowercase
